标识符,总分数,指标1,指标2,指标3,指标4,指标5,指标6,指标7,指标8,指标9,指标10,指标11,指标12,指标13,指标14,指标15,指标16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.808426,55.28,100,28.57,78.57,28.57,78.57,78.57,50,25,33.33,33.33,33.33,28.57,33.33,78.57,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.128482,71.44,33.33,28.57,100,50,100,28.57,20,20,20,78.57,28.57,25,28.57,100,78.57,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.805126,48.38,78.57,28.57,20,50,33.33,25,28.57,50,25,28.57,28.57,20,33.33,33.33,20,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.772389,78.54,28.57,28.57,78.57,100,25,20,50,50,78.57,28.57,50,33.33,28.57,100,50,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.58640,19.75,25,33.33,33.33,28.57,28.57,28.57,78.57,33.33,20,78.57,78.57,100,50,25,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.671472,50.17,28.57,28.57,28.57,28.57,78.57,100,25,33.33,100,100,20,20,20,100,28.57,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.426784,18.84,50,20,78.57,25,50,25,100,25,78.57,100,20,100,100,33.33,50,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.779742,75.22,28.57,20,50,33.33,28.57,100,28.57,100,20,25,20,33.33,78.57,20,100,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.786971,35.2,50,50,78.57,25,100,25,78.57,28.57,78.57,20,28.57,28.57,78.57,78.57,33.33,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.767490,76.57,33.33,100,20,25,33.33,28.57,20,78.57,100,25,50,28.57,33.33,28.57,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.93116,64,28.57,50,100,33.33,25,50,20,100,25,33.33,28.57,100,33.33,28.57,50,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.77530,84.13,100,78.57,28.57,33.33,50,100,100,100,100,50,25,50,50,33.33,33.33,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.664899,61.34,78.57,100,28.57,20,78.57,28.57,78.57,28.57,78.57,100,78.57,25,50,25,33.33,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.394006,38.67,20,20,100,33.33,20,100,25,28.57,50,100,25,28.57,50,25,78.57,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.498787,75.74,20,25,78.57,25,33.33,25,25,28.57,33.33,78.57,28.57,100,25,20,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.694095,26.31,78.57,28.57,20,33.33,28.57,28.57,50,28.57,78.57,50,25,50,20,33.33,50,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.742542,30.35,50,100,78.57,78.57,25,78.57,100,78.57,50,33.33,28.57,28.57,50,33.33,78.57,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.77455,11.51,28.57,25,100,28.57,50,25,25,28.57,100,100,28.57,100,100,100,20,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.804322,95.26,33.33,20,20,33.33,25,20,20,78.57,100,50,50,50,25,20,20,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.135738,47.63,100,28.57,25,78.57,50,50,78.57,25,28.57,100,28.57,28.57,20,25,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.321769,87.46,33.33,20,28.57,28.57,20,28.57,20,25,100,78.57,78.57,33.33,25,33.33,33.33,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.865124,33.91,50,28.57,78.57,25,33.33,78.57,25,28.57,50,78.57,33.33,33.33,33.33,25,33.33,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.439455,97.66,28.57,50,25,20,20,100,50,100,78.57,25,28.57,50,25,50,28.57,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.484576,8.63,78.57,78.57,78.57,100,20,33.33,100,25,33.33,28.57,28.57,100,78.57,78.57,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.851834,6.75,25,50,25,20,25,50,28.57,50,33.33,100,33.33,25,50,100,50,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.866176,15.4,33.33,100,28.57,28.57,20,20,100,20,25,100,28.57,100,33.33,28.57,28.57,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.433421,40.8,20,50,50,20,25,78.57,78.57,50,78.57,78.57,33.33,28.57,33.33,28.57,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.78757,52.72,78.57,25,33.33,25,20,33.33,33.33,28.57,25,78.57,100,50,100,33.33,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.548138,98.81,28.57,25,25,78.57,100,50,25,100,25,100,28.57,20,25,50,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.127795,73.47,78.57,100,20,25,33.33,20,50,25,78.57,100,100,50,50,25,20,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.361327,8.84,33.33,78.57,100,100,20,20,25,78.57,28.57,33.33,20,50,25,25,20,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.802865,51.74,20,50,20,20,25,28.57,50,78.57,28.57,50,100,33.33,50,50,50,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.105595,13.99,20,100,20,20,33.33,50,20,100,25,33.33,78.57,50,20,25,25,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.663992,22.79,20,50,100,33.33,28.57,78.57,25,33.33,20,100,28.57,50,28.57,28.57,20,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.427379,93.92,50,33.33,25,20,50,78.57,28.57,28.57,78.57,20,28.57,100,78.57,50,50,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.664582,58.25,33.33,100,78.57,28.57,25,25,28.57,50,33.33,25,25,28.57,100,28.57,78.57,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.393426,50.78,78.57,28.57,28.57,50,50,28.57,20,20,28.57,100,28.57,28.57,33.33,28.57,33.33,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.857222,46.7,28.57,50,78.57,50,50,33.33,100,20,25,25,78.57,78.57,25,50,33.33,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.143267,66.63,50,100,78.57,20,33.33,50,50,25,25,50,25,100,78.57,28.57,28.57,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.694830,99.33,25,28.57,20,20,28.57,50,33.33,20,25,100,28.57,28.57,78.57,100,78.57,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.358062,76.39,50,78.57,20,28.57,78.57,25,28.57,100,28.57,28.57,28.57,50,100,28.57,28.57,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.120268,29.93,28.57,50,20,25,33.33,50,100,78.57,25,25,33.33,20,50,20,100,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.140658,20.86,28.57,28.57,28.57,33.33,78.57,100,25,78.57,25,50,28.57,78.57,78.57,25,28.57,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.397376,65.74,20,20,33.33,100,28.57,50,100,33.33,50,100,50,20,28.57,78.57,33.33,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.357641,77.3,28.57,100,78.57,50,50,33.33,50,20,33.33,33.33,28.57,78.57,78.57,50,33.33,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.198363,71.27,25,28.57,28.57,33.33,20,50,78.57,50,50,20,25,25,78.57,28.57,78.57,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.88202,3.63,78.57,28.57,28.57,50,100,20,78.57,78.57,28.57,50,25,33.33,20,50,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.750780,68.74,33.33,50,33.33,33.33,25,28.57,33.33,50,50,100,50,25,25,25,78.57,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.622941,65.77,28.57,100,100,100,78.57,25,100,25,50,25,20,50,50,100,100,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.421993,15.08,100,50,20,33.33,100,100,20,50,28.57,100,33.33,33.33,25,33.33,50,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.713179,28.49,25,100,20,100,20,25,33.33,50,50,20,33.33,25,100,20,28.57,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.357856,19.31,50,28.57,78.57,33.33,25,100,20,78.57,28.57,50,33.33,33.33,50,33.33,50,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.742107,36.02,25,78.57,50,78.57,78.57,28.57,78.57,33.33,100,28.57,25,78.57,33.33,50,20,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.878529,9.25,50,78.57,25,33.33,100,50,25,50,78.57,28.57,33.33,78.57,100,28.57,50,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.907964,79.27,20,33.33,20,100,25,20,33.33,33.33,20,28.57,28.57,100,20,25,33.33,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.134693,0.23,25,25,33.33,20,100,100,20,78.57,33.33,20,50,28.57,100,78.57,78.57,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.817038,79.32,28.57,33.33,100,33.33,50,100,33.33,100,20,78.57,100,50,50,20,100,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.141014,45.32,78.57,100,100,25,78.57,78.57,50,25,78.57,78.57,100,100,20,100,25,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.359700,63.8,78.57,28.57,25,25,20,28.57,50,25,28.57,100,25,28.57,28.57,33.33,78.57,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.110406,51.71,100,28.57,25,50,50,25,50,100,33.33,100,20,78.57,100,28.57,33.33,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.694319,7.72,78.57,50,78.57,78.57,50,100,33.33,20,25,100,28.57,33.33,50,20,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.429978,57.98,28.57,20,100,50,20,78.57,25,33.33,33.33,28.57,25,50,28.57,20,25,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.186778,45.23,78.57,25,20,33.33,20,33.33,33.33,28.57,33.33,28.57,28.57,100,78.57,100,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.805601,29.99,33.33,28.57,78.57,100,20,25,50,78.57,28.57,25,33.33,78.57,28.57,28.57,33.33,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.324410,11.83,50,28.57,78.57,78.57,28.57,20,50,25,100,50,25,78.57,100,20,100,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.132147,6.49,25,20,20,50,25,50,100,25,100,33.33,28.57,100,20,28.57,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.821899,40.7,100,100,50,78.57,20,33.33,100,25,25,100,28.57,20,20,33.33,100,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.371085,67.13,100,25,100,33.33,20,100,25,33.33,20,28.57,33.33,25,33.33,50,78.57,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.110023,55.15,20,78.57,20,25,100,50,50,20,25,100,25,50,50,20,20,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.135657,46.15,25,78.57,25,25,25,20,100,33.33,100,50,78.57,20,25,33.33,20,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.859236,40.71,28.57,50,20,100,28.57,78.57,33.33,25,20,100,25,28.57,20,78.57,28.57,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.753144,63.42,78.57,50,100,78.57,100,50,78.57,33.33,78.57,50,25,25,78.57,25,20,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.356307,96.46,100,25,28.57,25,78.57,100,78.57,25,28.57,33.33,33.33,78.57,20,33.33,33.33,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.813274,34.72,28.57,33.33,100,50,25,33.33,33.33,100,100,25,78.57,100,100,78.57,20,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.836815,63.04,28.57,25,25,20,28.57,50,78.57,25,50,20,100,50,33.33,78.57,33.33,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.431576,18.46,20,20,33.33,50,28.57,28.57,33.33,33.33,100,50,50,50,78.57,20,28.57,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.846889,10.86,100,20,28.57,50,100,25,20,100,33.33,20,25,100,78.57,78.57,78.57,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.788614,38.64,28.57,20,78.57,100,50,28.57,78.57,25,25,33.33,25,33.33,50,28.57,25,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.430021,72.98,50,33.33,28.57,33.33,20,100,50,78.57,20,50,100,50,25,100,78.57,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.398212,89.68,25,100,78.57,28.57,25,78.57,50,20,50,78.57,28.57,100,100,28.57,20,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.744406,69.62,50,50,20,78.57,100,100,50,50,50,28.57,100,50,20,20,20,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.269078,82.16,20,78.57,100,25,28.57,28.57,100,33.33,100,78.57,20,78.57,78.57,50,25,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.197336,17.52,50,50,25,78.57,28.57,25,25,78.57,20,50,50,25,20,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.77225,19.84,20,50,20,78.57,20,50,28.57,50,78.57,100,50,78.57,33.33,100,20,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.104704,99.11,100,50,20,100,78.57,25,100,20,28.57,78.57,78.57,100,20,28.57,20,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.665540,31.66,20,33.33,50,50,28.57,20,100,20,28.57,28.57,25,28.57,20,20,78.57,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.850299,28.91,20,100,28.57,28.57,20,20,50,20,25,100,25,100,78.57,20,28.57,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.745616,13.98,100,33.33,25,78.57,20,78.57,25,28.57,78.57,25,25,100,78.57,28.57,50,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.281761,22.98,25,33.33,78.57,78.57,33.33,33.33,50,50,20,100,100,25,25,33.33,33.33,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.119105,88.44,33.33,25,28.57,100,20,20,20,28.57,100,33.33,20,50,100,78.57,20,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.805333,76.43,78.57,100,25,28.57,100,33.33,100,33.33,100,100,25,100,33.33,78.57,78.57,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.186604,52.74,20,25,20,28.57,25,20,25,33.33,50,50,33.33,28.57,25,28.57,28.57,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.824438,0.2,28.57,50,78.57,100,20,25,20,28.57,50,78.57,25,33.33,28.57,78.57,50,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.138205,86.41,50,78.57,28.57,100,50,50,50,100,20,33.33,78.57,20,50,78.57,33.33,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.398738,11.49,25,25,100,78.57,50,78.57,20,25,50,28.57,100,25,20,100,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.397588,70,33.33,28.57,25,33.33,28.57,100,20,33.33,25,33.33,50,20,78.57,50,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.111498,52.4,33.33,78.57,78.57,28.57,50,25,28.57,20,25,28.57,50,25,20,33.33,28.57,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.418445,67.66,25,20,25,28.57,28.57,28.57,28.57,100,25,25,28.57,28.57,33.33,100,78.57,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.890854,100,25,28.57,33.33,28.57,78.57,33.33,100,28.57,50,100,25,25,28.57,78.57,100,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.128537,31.16,33.33,20,25,100,78.57,100,100,78.57,33.33,78.57,33.33,25,78.57,78.57,50,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.816505,39.18,33.33,78.57,100,25,28.57,50,78.57,33.33,33.33,28.57,20,33.33,20,28.57,20,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.425169,91.42,28.57,50,50,50,25,50,100,28.57,25,25,78.57,50,20,25,25,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.775670,27.88,78.57,78.57,78.57,33.33,28.57,33.33,33.33,28.57,25,100,100,25,50,33.33,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.477373,28.24,28.57,33.33,78.57,20,78.57,20,50,50,78.57,25,50,25,20,100,50,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.357958,10.86,20,20,78.57,78.57,25,50,25,33.33,33.33,25,78.57,20,78.57,20,20,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.397605,95.86,33.33,20,25,78.57,28.57,78.57,28.57,78.57,25,28.57,25,28.57,100,50,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.319566,78.21,25,78.57,78.57,78.57,25,20,50,25,100,100,28.57,33.33,25,78.57,50,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.845630,14.32,50,50,33.33,50,28.57,20,25,78.57,20,78.57,33.33,25,100,28.57,28.57,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.135467,45.31,33.33,50,78.57,78.57,50,28.57,33.33,50,50,28.57,25,100,20,20,100,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.834621,32.82,28.57,33.33,33.33,25,33.33,25,25,20,50,20,100,20,33.33,25,33.33,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.389548,13.43,20,28.57,100,100,20,20,100,50,28.57,25,33.33,78.57,28.57,78.57,33.33,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.398320,11.57,78.57,25,33.33,25,28.57,25,25,100,100,78.57,50,20,100,100,78.57,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.871025,25.6,28.57,28.57,50,20,100,50,20,25,100,20,25,20,78.57,100,50,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
